"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS00070","-0.1332861877","-1.0967891373","0.7742322021","FRANCCI3_RS00065, FRANCCI3_RS00070","Francci3_0012, Francci3_0013","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434488.1, WP_023839953.1",""
"def","-0.3079535","-1.2379503894","0.383876916","FRANCCI3_RS00075","Francci3_0014","GO:0042586 - peptide deformylase activity [Evidence IEA]","GO:0036211 - protein modification process [Evidence IEA]","WP_023839952.1",""
"FRANCCI3_RS00085","0.1270200192","1.092035699","0.7676382385","FRANCCI3_RS00085","Francci3_0015","","","WP_236701414.1",""
"FRANCCI3_RS00090","0.2745870689","1.2096478118","0.5901951873","FRANCCI3_RS00090","Francci3_0016","GO:0016747 - acyltransferase activity, transferring groups other than amino-acyl groups [Evidence IEA]","","WP_236701413.1",""
"cas3_1","-0.9589700776","-1.9439216574","0.0142133995","FRANCCI3_RS00095","Francci3_0017","GO:0004386 - helicase activity [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_256375104.1",""
"casA","-1.008782209","-2.0122118582","0.017457613","FRANCCI3_RS00100","Francci3_0018","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434494.1",""
"casB","-0.9030807631","-1.8700550796","0.0468075648","FRANCCI3_RS00105","Francci3_0019","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434495.1",""
"cas7e","-1.3027702367","-2.467021411","3.422E-3","FRANCCI3_RS00110, FRANCCI3_RS00115","Francci3_0020, Francci3_0021","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434496.1, WP_011434497.1",""
"cas5e","-0.8335437669","-1.7820573508","0.1373104873","FRANCCI3_RS00110, FRANCCI3_RS00115","Francci3_0020, Francci3_0021","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434496.1, WP_011434497.1",""
"cas6e","-0.6988985436","-1.6232650031","0.1522633038","FRANCCI3_RS00120","Francci3_0022","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434498.1",""
"cas1e","-0.7659186882","-1.7004524781","0.0757804894","FRANCCI3_RS00125, FRANCCI3_RS00130","Francci3_0023, Francci3_0024","GO:0004520 - DNA endonuclease activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA], GO:0004521 - RNA endonuclease activity [Evidence IEA]","GO:0051607 - defense response to virus [Evidence IEA]; GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA], GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434499.1, WP_011434500.1",""
"cas2e","-0.2625439","-1.1995920781","0.7255816629","FRANCCI3_RS00125, FRANCCI3_RS00130","Francci3_0023, Francci3_0024","GO:0004520 - DNA endonuclease activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA], GO:0004521 - RNA endonuclease activity [Evidence IEA]","GO:0051607 - defense response to virus [Evidence IEA]; GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA], GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434499.1, WP_011434500.1",""
"FRANCCI3_RS00135","0.5386858684","1.4526487162","0.3157754641","FRANCCI3_RS00135","Francci3_0028","","","WP_011434504.1",""
"FRANCCI3_RS00145","-8.044E-3","-1.0055915453","0.9863691328","FRANCCI3_RS00145","Francci3_0030","","","WP_023840580.1",""
"FRANCCI3_RS00150","-0.5232636912","-1.4372028399","0.1887927301","FRANCCI3_RS00150","Francci3_0031","","","WP_011434507.1",""
"FRANCCI3_RS00155","-0.7685153283","-1.7035157999","0.2711055445","FRANCCI3_RS00155","Francci3_0032","","","WP_011434508.1",""
"FRANCCI3_RS00160","-0.8471763147","-1.7989764674","0.0459417749","FRANCCI3_RS00160","Francci3_0033","GO:0003674 - molecular_function [Evidence IEA]","GO:0008150 - biological_process [Evidence IEA]","WP_011434509.1","GO:0005575 - cellular_component [Evidence IEA]"
"FRANCCI3_RS00165","-0.9551566475","-1.9387901359","0.0138532106","FRANCCI3_RS00165","Francci3_0034","","","WP_083503373.1",""
"FRANCCI3_RS00170","-0.929085205","-1.9040682672","0.0176674804","FRANCCI3_RS00170","Francci3_0035","","","WP_011434511.1",""
"FRANCCI3_RS00175","-0.8113205835","-1.7548169948","0.0571969182","FRANCCI3_RS00175","Francci3_0036","","","WP_035957990.1",""
"FRANCCI3_RS23765","-1.2699014227","-2.4114508787","4.611E-3","FRANCCI3_RS23765","Francci3_0037","","","WP_011434513.1",""
"FRANCCI3_RS00180","-0.7312296665","-1.6600534186","0.1096792397","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS00185","-0.1963730374","-1.1458141326","0.6486629008","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS28640","-1.15875599","-2.2326482735","0.1532624189","FRANCCI3_RS28640","","GO:0003677 - DNA binding [Evidence IEA]","","WP_035729276.1",""
"FRANCCI3_RS00195","-0.7783488852","-1.7151667998","0.1749744845","FRANCCI3_RS00195","Francci3_0040","","","WP_023840588.1",""
"FRANCCI3_RS00200","0.1258401953","1.0911430064","0.7461251091","FRANCCI3_RS00200","Francci3_0041","","","WP_011434517.1",""
"FRANCCI3_RS26525","-0.8534513187","-1.8068181593","0.4711626813","FRANCCI3_RS26525","","","","WP_023840589.1",""
"FRANCCI3_RS00205","-0.1417657895","-1.1032546206","0.7798441616","FRANCCI3_RS00205","Francci3_0043","GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434519.1",""
"FRANCCI3_RS00210","-0.4315246288","-1.3486580754","0.1866378008","FRANCCI3_RS00210","Francci3_0044","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_237704553.1",""
"pgi","-0.6066976054","-1.5227695277","0.1448122929","FRANCCI3_RS00215","Francci3_0045","GO:0004347 - glucose-6-phosphate isomerase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006096 - glycolytic process [Evidence IEA]","WP_011434521.1",""
"FRANCCI3_RS00220","-0.0610390063","-1.0432167987","0.9287801511","FRANCCI3_RS00220","Francci3_0046","","","WP_011434522.1",""
"FRANCCI3_RS26530","0.1241290713","1.0898496117","0.8557313326","FRANCCI3_RS26530","","","","WP_049760794.1",""
"FRANCCI3_RS00230","1.6794407286","3.2030375885","0.0436278113","FRANCCI3_RS00230","Francci3_0047","","","WP_011434523.1",""
"FRANCCI3_RS00235","-0.0774594782","-1.0551583167","0.8341093385","FRANCCI3_RS00235","Francci3_0048","","","WP_237704554.1",""
"FRANCCI3_RS00240","-0.1485619562","-1.1084640309","0.7215219696","FRANCCI3_RS00240","Francci3_0049","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434525.1",""
"FRANCCI3_RS00245","0.2109743199","1.1574696138","0.7105638474","FRANCCI3_RS00245","Francci3_0050","","","WP_011434526.1",""
"FRANCCI3_RS00250","-0.6877190142","-1.6107348375","0.2784592628","FRANCCI3_RS00250","Francci3_0051","","","WP_011434527.1",""
"FRANCCI3_RS00255","-0.1399769102","-1.1018874805","0.7667858689","FRANCCI3_RS00255","Francci3_0052","","","WP_011434528.1",""
"FRANCCI3_RS00260","-0.7357565754","-1.6652705385","0.1796888547","FRANCCI3_RS00260","Francci3_0053","","","WP_011434529.1",""
"FRANCCI3_RS00265","-0.3609665558","-1.2842860367","0.4466146697","FRANCCI3_RS00265","Francci3_0054","","","WP_232234807.1",""
"FRANCCI3_RS00270","-0.2231663477","-1.1672926869","0.570258638","FRANCCI3_RS00270","Francci3_0055","","","WP_011434531.1",""
"FRANCCI3_RS00275","-0.4701241441","-1.3852286621","0.231338521","FRANCCI3_RS00275","Francci3_0056","","GO:0006096 - glycolytic process [Evidence IEA]","WP_011434532.1",""
"FRANCCI3_RS00280","-0.4347374123","-1.3516647915","0.2595608798","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"pdhA_1","-0.6927259947","-1.6163347244","0.1293626056","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"FRANCCI3_RS00290","0.744182548","1.6750249069","0.0660398042","FRANCCI3_RS00290","Francci3_0059","GO:0070967 - coenzyme F420 binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434535.1",""
"FRANCCI3_RS00295","0.1606556633","1.1177950283","0.7314960821","FRANCCI3_RS00295","Francci3_0060","GO:0046872 - metal ion binding [Evidence IEA]; GO:0042578 - phosphoric ester hydrolase activity [Evidence IEA]","GO:0045227 - capsule polysaccharide biosynthetic process [Evidence IEA]","WP_108913669.1",""
"FRANCCI3_RS00300","-0.4074429305","-1.3263329032","0.4456374627","FRANCCI3_RS00300","Francci3_0061","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434537.1",""
"FRANCCI3_RS00305","-0.2635885876","-1.2004610439","0.6576981483","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00310","0.4006167194","1.320072091","0.3540197024","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00315","0.2258683369","1.1694809301","0.5186132415","FRANCCI3_RS00315","Francci3_0064","GO:0003824 - catalytic activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011434540.1",""
"FRANCCI3_RS00320","-1.3166367313","-2.49084756","0.1159771208","FRANCCI3_RS00320","","","","WP_035957958.1",""
"FRANCCI3_RS00325","-0.2056289658","-1.1531889882","0.6940743308","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS00330","-0.2829448905","-1.216675882","0.5272222499","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS26535","-0.5345845164","-1.448524932","0.2744738377","FRANCCI3_RS26535","","","","WP_023840608.1",""
"FRANCCI3_RS00340","-0.5834245623","-1.4984018254","0.1017064283","FRANCCI3_RS00340","Francci3_0069","","","WP_023840609.1",""
"mscL","-0.5299077861","-1.4438369056","0.2421452766","FRANCCI3_RS00345","Francci3_0070","GO:0008381 - mechanosensitive monoatomic ion channel activity [Evidence IEA]","GO:0006810 - transport [Evidence IEA]","WP_011434546.1",""
"FRANCCI3_RS25765","0.3960796467","1.3159271712","0.3269862868","FRANCCI3_RS25765","","","","WP_083494738.1",""
"FRANCCI3_RS00355","0.3426464561","1.268080608","0.3933606396","FRANCCI3_RS00355","Francci3_0072","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434548.1","GO:0005576 - extracellular region [Evidence IEA]"
"FRANCCI3_RS00360","-0.5973134524","-1.5128966666","0.2936302307","FRANCCI3_RS00360","Francci3_0073","","","WP_236701411.1",""
"FRANCCI3_RS00365","-0.0907332519","-1.0649112877","0.8636529649","FRANCCI3_RS00365","Francci3_0074","","","WP_236701410.1",""
"FRANCCI3_RS00370","-0.9854439306","-1.9799224596","0.0584639192","FRANCCI3_RS00370","Francci3_0075","","","WP_235462841.1",""
"FRANCCI3_RS00375","-0.3981420203","-1.3178096718","0.2653348664","FRANCCI3_RS00375","Francci3_0076","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0071972 - peptidoglycan L,D-transpeptidase activity [Evidence IEA]","","WP_023840613.1",""
"FRANCCI3_RS00380","-0.7429337993","-1.6735756885","0.0465617926","FRANCCI3_RS00380","Francci3_0077","","","WP_011434553.1",""
"FRANCCI3_RS26540","2.1753583855","4.5169795604","0.3877871389","FRANCCI3_RS26540","","","","WP_023840614.1",""
"pdxH","0.1250018442","1.0905091266","0.8191343643","FRANCCI3_RS00385","Francci3_0079","GO:0010181 - FMN binding [Evidence IEA]; GO:0004733 - pyridoxamine phosphate oxidase activity [Evidence IEA]","GO:0008615 - pyridoxine biosynthetic process [Evidence IEA]","WP_035729252.1",""
"FRANCCI3_RS00390","0.0246656488","1.0172439138","0.9774613435","FRANCCI3_RS00390","Francci3_0080","GO:0003953 - NAD+ nucleosidase activity [Evidence IEA]; GO:0005515 - protein binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA]","WP_011434556.1",""
"FRANCCI3_RS00395","-0.5048818953","-1.4190071859","0.1883997943","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"serC","-0.2105688592","-1.1571443596","0.5882292207","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"FRANCCI3_RS00405","-0.202927774","-1.1510318655","0.5984425219","FRANCCI3_RS00405","Francci3_0083","GO:0046912 - acyltransferase activity, acyl groups converted into alkyl on transfer [Evidence IEA]","","WP_011434559.1",""
"FRANCCI3_RS00410","0.2516131385","1.1905375615","0.592867945","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00415","-0.19651141","-1.1459240359","0.638108902","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00420","-0.5552838981","-1.4694577694","0.4345305045","FRANCCI3_RS00420","Francci3_0086","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","","WP_011434562.1",""
"FRANCCI3_RS00425","0.4222573384","1.3400226055","0.4125992692","FRANCCI3_RS00425","Francci3_0087","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023840617.1",""
"FRANCCI3_RS00430","-0.2007439894","-1.1492908848","0.7325742466","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00435","-1.277096473","-2.4235073753","0.0519734001","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00440","-0.4067013382","-1.3256513001","0.4436575632","FRANCCI3_RS00440","Francci3_0090","","","WP_011434566.1",""
"FRANCCI3_RS00445","0.1386170982","1.1008493859","0.824450583","FRANCCI3_RS00445","Francci3_0091","","","WP_011434567.1",""
"FRANCCI3_RS00450","-0.0122024591","-1.0084939709","0.9757840986","FRANCCI3_RS00450","Francci3_0092","","","WP_049761029.1",""
"FRANCCI3_RS00455","-0.3330284661","-1.2596548342","0.5857147507","FRANCCI3_RS00455","Francci3_0093","","","WP_011434569.1",""
"purF","0.4456971094","1.3619720616","0.2350588407","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"purM","0.1030095463","1.0740115783","0.7769443114","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"FRANCCI3_RS00470","0.2656322166","1.2021627449","0.483053014","FRANCCI3_RS00470","Francci3_0096","","","WP_011434572.1",""
"FRANCCI3_RS00475","0.1485043608","1.1084197796","0.7937684876","FRANCCI3_RS00475","Francci3_0097","GO:0016491 - oxidoreductase activity [Evidence IEA]","GO:0006520 - amino acid metabolic process [Evidence IEA]","WP_011434573.1",""
"FRANCCI3_RS00480","0.1173345059","1.0847288869","0.771130321","FRANCCI3_RS00480","Francci3_0098","","","WP_011434574.1",""
"bldC","-0.4057022565","-1.3247335902","0.3220009372","FRANCCI3_RS00485","Francci3_0099","","","WP_006540950.1",""
"FRANCCI3_RS00490","0.3180427914","1.2466381699","0.42799183","FRANCCI3_RS00490","Francci3_0100","","","WP_011434575.1",""
"FRANCCI3_RS00495","2.0610304187","4.1728423559","4.895E-5","","","","","",""
"FRANCCI3_RS00500","0.1696555908","1.1247899357","0.6223337792","FRANCCI3_RS00500","Francci3_0101","","","WP_011434576.1",""
"FRANCCI3_RS00505","0.8744865419","1.8333554753","0.4001782737","FRANCCI3_RS00505","Francci3_0102","","","WP_011434577.1",""
"FRANCCI3_RS00510","0.0672200931","1.0476959481","0.9440778833","FRANCCI3_RS00510","Francci3_0103","","","WP_011434578.1",""
"FRANCCI3_RS00515","0.2321015947","1.1745446799","0.7503845037","FRANCCI3_RS00515","Francci3_0104","","","WP_023840621.1",""
"FRANCCI3_RS00520","-0.3717423994","-1.2939145988","0.4743929784","FRANCCI3_RS00520","Francci3_0105","","","WP_011434580.1",""
"FRANCCI3_RS00525","-1.517055825","-2.8620637853","0.044180169","FRANCCI3_RS00525","Francci3_0106","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_023840623.1",""
"FRANCCI3_RS00530","-0.0939199982","-1.0672661533","0.8081782793","FRANCCI3_RS00530","Francci3_0107","","","WP_011434582.1",""
"FRANCCI3_RS00535","0.3745868764","1.2964682507","0.3248715054","FRANCCI3_RS00535","Francci3_0108","","","WP_011434583.1",""
"FRANCCI3_RS00540","-0.4725159378","-1.387527089","0.876000129","FRANCCI3_RS00540","","","","WP_023840626.1",""
"FRANCCI3_RS00550","-0.5587657232","-1.4730084671","0.2232515399","FRANCCI3_RS00550","Francci3_0110","","","WP_011434585.1",""
"FRANCCI3_RS27625","0.1727323715","1.1271912921","0.7149767569","FRANCCI3_RS27625","Francci3_0111","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434586.1",""
"metH","0.040534479","1.0284947852","0.9236008881","FRANCCI3_RS00560","Francci3_0112","GO:0031419 - cobalamin binding [Evidence IEA]; GO:0008705 - methionine synthase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0009086 - methionine biosynthetic process [Evidence IEA]","WP_011434587.1",""
"FRANCCI3_RS23790","-0.5536124127","-1.4677562629","0.24830295","FRANCCI3_RS23790","Francci3_0113","GO:0003824 - catalytic activity [Evidence IEA]","","WP_083282414.1",""
"FRANCCI3_RS00575","1.4945410554","2.8177449976","4.39E-4","","","","","",""
"FRANCCI3_RS00580","1.9238278137","3.7942843839","0.0577520196","","","","","",""
"FRANCCI3_RS00585","-0.3346882982","-1.2611049111","0.446473966","FRANCCI3_RS00585","Francci3_0114","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_236701409.1",""
"FRANCCI3_RS00590","0.0887089383","1.0634181081","0.9039188179","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS28490","1.83910499","3.5778799725","0.221199411","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS27630","-0.8259742127","-1.7727317116","0.5281477819","FRANCCI3_RS27630","","","","WP_023840633.1",""
"FRANCCI3_RS00595","0.20246576","1.1506633138","0.8300103164","FRANCCI3_RS00595","Francci3_0116","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_082456667.1",""
"FRANCCI3_RS00600","-0.6290850465","-1.5465838429","0.1893108751","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS00605","-0.1643042288","-1.1206255016","0.7701166672","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS23795","-0.1929015354","-1.1430603184","0.7160606853","FRANCCI3_RS23795","Francci3_0119","","","WP_011434594.1",""
"FRANCCI3_RS00610","-0.8185380263","-1.7636179017","0.2780565338","FRANCCI3_RS00610","Francci3_0120","","","WP_011434595.1",""
"FRANCCI3_RS00615","1.3108474642","2.4808722795","0.1767214017","FRANCCI3_RS00615","Francci3_0121","","","WP_237704540.1",""
"FRANCCI3_RS00620","0.259555114","1.1971094933","0.6727052632","FRANCCI3_RS00620","Francci3_0122","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434597.1",""
