"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS00060","0.6181883915","1.5349465209","0.405759529","FRANCCI3_RS00060, FRANCCI3_RS00065","Francci3_0011, Francci3_0012","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434487.1, WP_011434488.1",""
"FRANCCI3_RS00065","-0.7628890869","-1.6968853433","0.3838928224","FRANCCI3_RS00060, FRANCCI3_RS00065, FRANCCI3_RS00070","Francci3_0011, Francci3_0012, Francci3_0013","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434487.1, WP_011434488.1, WP_023839953.1",""
"FRANCCI3_RS00070","-0.1673877588","-1.1230232209","0.8276594286","FRANCCI3_RS00065, FRANCCI3_RS00070","Francci3_0012, Francci3_0013","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434488.1, WP_023839953.1",""
"def","0.2400374725","1.1810233369","0.7586905851","FRANCCI3_RS00075","Francci3_0014","GO:0042586 - peptide deformylase activity [Evidence IEA]","GO:0036211 - protein modification process [Evidence IEA]","WP_023839952.1",""
"FRANCCI3_RS00085","-0.0960109645","-1.0688141142","0.9038223393","FRANCCI3_RS00085","Francci3_0015","","","WP_236701414.1",""
"FRANCCI3_RS00090","0.6356389733","1.5536257024","0.5240554574","FRANCCI3_RS00090","Francci3_0016","GO:0016747 - acyltransferase activity, transferring groups other than amino-acyl groups [Evidence IEA]","","WP_236701413.1",""
"cas3_1","0.5033085481","1.4174605153","0.4652963018","FRANCCI3_RS00095","Francci3_0017","GO:0004386 - helicase activity [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_256375104.1",""
"casA","0.4915684438","1.4059725657","0.4751365473","FRANCCI3_RS00100","Francci3_0018","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434494.1",""
"casB","0.8346644941","1.7834422423","0.4210843622","FRANCCI3_RS00105","Francci3_0019","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434495.1",""
"cas7e","0.4613422308","1.3768221675","0.5145543001","FRANCCI3_RS00110, FRANCCI3_RS00115","Francci3_0020, Francci3_0021","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434496.1, WP_011434497.1",""
"cas5e","-0.0475600899","-1.0335155461","0.9557140367","FRANCCI3_RS00110, FRANCCI3_RS00115","Francci3_0020, Francci3_0021","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434496.1, WP_011434497.1",""
"cas6e","-0.2749078442","-1.2099168003","0.7414629436","FRANCCI3_RS00120","Francci3_0022","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434498.1",""
"cas1e","0.7115823758","1.637599283","0.3625282271","FRANCCI3_RS00125, FRANCCI3_RS00130","Francci3_0023, Francci3_0024","GO:0004520 - DNA endonuclease activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA], GO:0004521 - RNA endonuclease activity [Evidence IEA]","GO:0051607 - defense response to virus [Evidence IEA]; GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA], GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434499.1, WP_011434500.1",""
"cas2e","1.7343718509","3.3273458978","0.1397395591","FRANCCI3_RS00125, FRANCCI3_RS00130","Francci3_0023, Francci3_0024","GO:0004520 - DNA endonuclease activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA], GO:0004521 - RNA endonuclease activity [Evidence IEA]","GO:0051607 - defense response to virus [Evidence IEA]; GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA], GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434499.1, WP_011434500.1",""
"FRANCCI3_RS00135","-0.4259717227","-1.3434770928","0.6346129896","FRANCCI3_RS00135","Francci3_0028","","","WP_011434504.1",""
"FRANCCI3_RS00145","0.2068793499","1.1541888906","0.8215500981","FRANCCI3_RS00145","Francci3_0030","","","WP_023840580.1",""
"FRANCCI3_RS00150","0.4894984825","1.4039567398","0.5917998544","FRANCCI3_RS00150","Francci3_0031","","","WP_011434507.1",""
"FRANCCI3_RS00155","0.7276309736","1.655917702","0.4531260884","FRANCCI3_RS00155","Francci3_0032","","","WP_011434508.1",""
"FRANCCI3_RS00160","-0.4127346809","-1.3312067749","0.5899532089","FRANCCI3_RS00160","Francci3_0033","GO:0003674 - molecular_function [Evidence IEA]","GO:0008150 - biological_process [Evidence IEA]","WP_011434509.1","GO:0005575 - cellular_component [Evidence IEA]"
"FRANCCI3_RS00165","-0.6760995383","-1.5978140698","0.3886648652","FRANCCI3_RS00165","Francci3_0034","","","WP_083503373.1",""
"FRANCCI3_RS00170","-0.3868134279","-1.3075022489","0.5887826735","FRANCCI3_RS00170","Francci3_0035","","","WP_011434511.1",""
"FRANCCI3_RS00175","0.5873516581","1.5024861146","0.3843492046","FRANCCI3_RS00175","Francci3_0036","","","WP_035957990.1",""
"FRANCCI3_RS23765","0.3125299113","1.2418835597","0.7506408554","FRANCCI3_RS23765","Francci3_0037","","","WP_011434513.1",""
"FRANCCI3_RS00180","0.5269611246","1.4408909216","0.5020468402","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS00185","0.5014106359","1.415597026","0.515368036","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS28640","-0.5342731917","-1.4482123829","0.7012355281","FRANCCI3_RS28640","","GO:0003677 - DNA binding [Evidence IEA]","","WP_035729276.1",""
"FRANCCI3_RS00195","-0.1446713712","-1.1054788097","0.8690907465","FRANCCI3_RS00195","Francci3_0040","","","WP_023840588.1",""
"FRANCCI3_RS00200","-0.032356735","-1.0226813776","0.9664006102","FRANCCI3_RS00200","Francci3_0041","","","WP_011434517.1",""
"FRANCCI3_RS26525","-1.1213686942","-2.1755326884","0.5259127891","FRANCCI3_RS26525","","","","WP_023840589.1",""
"FRANCCI3_RS00205","-0.041523748","-1.0292002752","0.9566489641","FRANCCI3_RS00205","Francci3_0043","GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434519.1",""
"FRANCCI3_RS00210","-0.1650524618","-1.1212068485","0.8350636902","FRANCCI3_RS00210","Francci3_0044","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_237704553.1",""
"pgi","-0.1605836549","-1.1177392378","0.818529163","FRANCCI3_RS00215","Francci3_0045","GO:0004347 - glucose-6-phosphate isomerase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006096 - glycolytic process [Evidence IEA]","WP_011434521.1",""
"FRANCCI3_RS00220","1.2032432426","2.3025671695","0.3258644889","FRANCCI3_RS00220","Francci3_0046","","","WP_011434522.1",""
"FRANCCI3_RS26530","2.2988024726","4.920491641","0.0785383007","FRANCCI3_RS26530","","","","WP_049760794.1",""
"FRANCCI3_RS00230","0.9871162453","1.9822188376","0.445136807","FRANCCI3_RS00230","Francci3_0047","","","WP_011434523.1",""
"FRANCCI3_RS00235","-0.3372852301","-1.2633770149","0.652833537","FRANCCI3_RS00235","Francci3_0048","","","WP_237704554.1",""
"FRANCCI3_RS00240","0.4929911959","1.4073597868","0.5822978043","FRANCCI3_RS00240","Francci3_0049","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434525.1",""
"FRANCCI3_RS00245","0.1089044554","1.0784090101","0.9012414818","FRANCCI3_RS00245","Francci3_0050","","","WP_011434526.1",""
"FRANCCI3_RS00250","-0.3918747094","-1.3120973008","0.726497859","FRANCCI3_RS00250","Francci3_0051","","","WP_011434527.1",""
"FRANCCI3_RS00255","-0.1101874329","-1.0793684574","0.8869622446","FRANCCI3_RS00255","Francci3_0052","","","WP_011434528.1",""
"FRANCCI3_RS00260","0.1024148218","1.0735689281","0.9021817366","FRANCCI3_RS00260","Francci3_0053","","","WP_011434529.1",""
"FRANCCI3_RS00265","-0.7901169502","-1.7292146334","0.4903979299","FRANCCI3_RS00265","Francci3_0054","","","WP_232234807.1",""
"FRANCCI3_RS00270","0.3979641565","1.3176472146","0.6421241136","FRANCCI3_RS00270","Francci3_0055","","","WP_011434531.1",""
"FRANCCI3_RS00275","-1.0594099497","-2.0840789764","0.1819310893","FRANCCI3_RS00275","Francci3_0056","","GO:0006096 - glycolytic process [Evidence IEA]","WP_011434532.1",""
"FRANCCI3_RS00280","-1.1409837027","-2.2053134138","0.1116263829","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"pdhA_1","-1.712345153","-3.2769306764","0.0294422967","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"FRANCCI3_RS00290","-0.5544098138","-1.46856774","0.4814171087","FRANCCI3_RS00290","Francci3_0059","GO:0070967 - coenzyme F420 binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434535.1",""
"FRANCCI3_RS00295","0.0237331373","1.0165866127","0.9740229298","FRANCCI3_RS00295","Francci3_0060","GO:0046872 - metal ion binding [Evidence IEA]; GO:0042578 - phosphoric ester hydrolase activity [Evidence IEA]","GO:0045227 - capsule polysaccharide biosynthetic process [Evidence IEA]","WP_108913669.1",""
"FRANCCI3_RS00300","-0.3122734457","-1.2416628117","0.7273790437","FRANCCI3_RS00300","Francci3_0061","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434537.1",""
"FRANCCI3_RS00305","0.3637053293","1.2867264064","0.7163820266","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00310","0.3141206928","1.2432536725","0.6650673695","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00315","0.0128038547","1.008914455","0.9872809724","FRANCCI3_RS00315","Francci3_0064","GO:0003824 - catalytic activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011434540.1",""
"FRANCCI3_RS00320","0.2242466311","1.1681670776","0.8966309693","FRANCCI3_RS00320","","","","WP_035957958.1",""
"FRANCCI3_RS00325","0.9939939354","1.9916911338","0.2746573504","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS00330","0.5167611946","1.430739674","0.6088249777","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS26535","0.4124612009","1.3309544527","0.6805621717","FRANCCI3_RS26535","","","","WP_023840608.1",""
"FRANCCI3_RS00340","-0.4273357931","-1.3447479532","0.5593032307","FRANCCI3_RS00340","Francci3_0069","","","WP_023840609.1",""
"mscL","1.2006369197","2.2984111865","0.1799822554","FRANCCI3_RS00345","Francci3_0070","GO:0008381 - mechanosensitive monoatomic ion channel activity [Evidence IEA]","GO:0006810 - transport [Evidence IEA]","WP_011434546.1",""
"FRANCCI3_RS25765","0.1904901936","1.1411513862","0.8152760178","FRANCCI3_RS25765","","","","WP_083494738.1",""
"FRANCCI3_RS00355","0.2018064686","1.1501375969","0.7822276479","FRANCCI3_RS00355","Francci3_0072","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434548.1","GO:0005576 - extracellular region [Evidence IEA]"
"FRANCCI3_RS00360","-0.1074786521","-1.0773437541","0.9032013391","FRANCCI3_RS00360","Francci3_0073","","","WP_236701411.1",""
"FRANCCI3_RS00365","0.8725452228","1.8308901349","0.3426449494","FRANCCI3_RS00365","Francci3_0074","","","WP_236701410.1",""
"FRANCCI3_RS00370","-0.3922286155","-1.3124192096","0.6554795573","FRANCCI3_RS00370","Francci3_0075","","","WP_235462841.1",""
"FRANCCI3_RS00375","-0.1823993695","-1.1347695704","0.804960417","FRANCCI3_RS00375","Francci3_0076","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0071972 - peptidoglycan L,D-transpeptidase activity [Evidence IEA]","","WP_023840613.1",""
"FRANCCI3_RS00380","0.513288342","1.4272997422","0.5062711105","FRANCCI3_RS00380","Francci3_0077","","","WP_011434553.1",""
"FRANCCI3_RS26540","-2.6251584701","-6.1695209436","0.260645593","FRANCCI3_RS26540","","","","WP_023840614.1",""
"pdxH","0.3315439519","1.2583593326","0.6708858054","FRANCCI3_RS00385","Francci3_0079","GO:0010181 - FMN binding [Evidence IEA]; GO:0004733 - pyridoxamine phosphate oxidase activity [Evidence IEA]","GO:0008615 - pyridoxine biosynthetic process [Evidence IEA]","WP_035729252.1",""
"FRANCCI3_RS00390","2.1798671972","4.5311184241","0.1115778846","FRANCCI3_RS00390","Francci3_0080","GO:0003953 - NAD+ nucleosidase activity [Evidence IEA]; GO:0005515 - protein binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA]","WP_011434556.1",""
"FRANCCI3_RS00395","-0.6423046047","-1.5608204708","0.414077904","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"serC","-0.4846431343","-1.3992397062","0.5752626971","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"FRANCCI3_RS00405","0.4022663642","1.3215823864","0.5830872299","FRANCCI3_RS00405","Francci3_0083","GO:0046912 - acyltransferase activity, acyl groups converted into alkyl on transfer [Evidence IEA]","","WP_011434559.1",""
"FRANCCI3_RS00410","-1.1404809856","-2.2045450909","0.2266822346","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00415","-0.031878719","-1.0223425832","0.9632127617","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00420","-0.7329328527","-1.6620143663","0.4471792609","FRANCCI3_RS00420","Francci3_0086","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","","WP_011434562.1",""
"FRANCCI3_RS00425","-1.2364944194","-2.3562529414","0.1743105692","FRANCCI3_RS00425","Francci3_0087","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023840617.1",""
"FRANCCI3_RS00430","-0.2725269686","-1.2079217246","0.7999607383","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00435","-0.6520032837","-1.5713486099","0.4710097363","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00440","-0.05064813","-1.0357301205","0.9584002725","FRANCCI3_RS00440","Francci3_0090","","","WP_011434566.1",""
"FRANCCI3_RS00445","-0.7595117885","-1.6929176403","0.4074569494","FRANCCI3_RS00445","Francci3_0091","","","WP_011434567.1",""
"FRANCCI3_RS00450","-0.346677091","-1.2716283546","0.6422733228","FRANCCI3_RS00450","Francci3_0092","","","WP_049761029.1",""
"FRANCCI3_RS00455","-0.170740204","-1.1256358669","0.8536314632","FRANCCI3_RS00455","Francci3_0093","","","WP_011434569.1",""
"purF","-1.0201977364","-2.028196926","0.2084437301","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"purM","-0.2749771869","-1.209974956","0.6930178435","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"FRANCCI3_RS00470","1.6447855427","3.1270137059","0.0614411966","FRANCCI3_RS00470","Francci3_0096","","","WP_011434572.1",""
"FRANCCI3_RS00475","-1.4914213796","-2.8116585044","0.1173757274","FRANCCI3_RS00475","Francci3_0097","GO:0016491 - oxidoreductase activity [Evidence IEA]","GO:0006520 - amino acid metabolic process [Evidence IEA]","WP_011434573.1",""
"FRANCCI3_RS00480","0.3519075326","1.276246967","0.6204489427","FRANCCI3_RS00480","Francci3_0098","","","WP_011434574.1",""
"bldC","-0.1415665035","-1.1031022335","0.8837534855","FRANCCI3_RS00485","Francci3_0099","","","WP_006540950.1",""
"FRANCCI3_RS00490","0.8017137823","1.7431706155","0.3329393758","FRANCCI3_RS00490","Francci3_0100","","","WP_011434575.1",""
"FRANCCI3_RS00495","0.3320311907","1.2587843878","0.7255814784","","","","","",""
"FRANCCI3_RS00500","0.4161105909","1.3343254495","0.6241327651","FRANCCI3_RS00500","Francci3_0101","","","WP_011434576.1",""
"FRANCCI3_RS00505","-1.5444968624","-2.917023204","0.2062947613","FRANCCI3_RS00505","Francci3_0102","","","WP_011434577.1",""
"FRANCCI3_RS00510","-1.1284116349","-2.1861791576","0.4060185201","FRANCCI3_RS00510","Francci3_0103","","","WP_011434578.1",""
"FRANCCI3_RS00515","0.6648983547","1.5854565657","0.6251780617","FRANCCI3_RS00515","Francci3_0104","","","WP_023840621.1",""
"FRANCCI3_RS00520","0.049374139","1.034815909","0.9541098799","FRANCCI3_RS00520","Francci3_0105","","","WP_011434580.1",""
"FRANCCI3_RS00525","-1.7548740599","-3.3749685538","0.080209452","FRANCCI3_RS00525","Francci3_0106","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_023840623.1",""
"FRANCCI3_RS00530","0.1257520006","1.0910763048","0.8882458154","FRANCCI3_RS00530","Francci3_0107","","","WP_011434582.1",""
"FRANCCI3_RS00535","0.2440416379","1.1843057918","0.7368050896","FRANCCI3_RS00535","Francci3_0108","","","WP_011434583.1",""
"FRANCCI3_RS00540","-2.6251584698","-6.1695209423","0.2650309587","FRANCCI3_RS00540","","","","WP_023840626.1",""
"FRANCCI3_RS00550","-0.5421556495","-1.4561466413","0.4720378975","FRANCCI3_RS00550","Francci3_0110","","","WP_011434585.1",""
"FRANCCI3_RS27625","1.368285989","2.5816366943","0.1938237279","FRANCCI3_RS27625","Francci3_0111","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434586.1",""
"metH","-0.6548087442","-1.5744072227","0.4743506439","FRANCCI3_RS00560","Francci3_0112","GO:0031419 - cobalamin binding [Evidence IEA]; GO:0008705 - methionine synthase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0009086 - methionine biosynthetic process [Evidence IEA]","WP_011434587.1",""
"FRANCCI3_RS23790","0.5922238745","1.5075688328","0.5756797737","FRANCCI3_RS23790","Francci3_0113","GO:0003824 - catalytic activity [Evidence IEA]","","WP_083282414.1",""
"FRANCCI3_RS00575","0.4991337393","1.4133646582","0.6512689517","","","","","",""
"FRANCCI3_RS00580","-2.6847328556","-6.4296172411","0.0265014949","","","","","",""
"FRANCCI3_RS00585","-0.1086005294","-1.0781818505","0.9066911572","FRANCCI3_RS00585","Francci3_0114","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_236701409.1",""
"FRANCCI3_RS00590","-1.037727649","-2.0529914925","0.4166333518","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS28490","-2.4941176138","-5.6338361798","0.2859844709","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS27630","-3.3855487458","-10.4508526439","0.1454423086","FRANCCI3_RS27630","","","","WP_023840633.1",""
"FRANCCI3_RS00595","0.648590342","1.5676357097","0.6405255056","FRANCCI3_RS00595","Francci3_0116","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_082456667.1",""
"FRANCCI3_RS00600","-0.049732532","-1.035073009","0.9643477697","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS00605","-0.7093534539","-1.6350711931","0.5073945093","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS23795","0.4586164893","1.3742233381","0.6775814165","FRANCCI3_RS23795","Francci3_0119","","","WP_011434594.1",""
"FRANCCI3_RS00610","0.4985762017","1.412818561","0.715611157","FRANCCI3_RS00610","Francci3_0120","","","WP_011434595.1",""
"FRANCCI3_RS00615","0.7059395581","1.6312066456","0.5111538061","FRANCCI3_RS00615","Francci3_0121","","","WP_237704540.1",""
"FRANCCI3_RS00620","3.2222373865","9.3323304092","0.0316853946","FRANCCI3_RS00620","Francci3_0122","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434597.1",""
"FRANCCI3_RS00625","1.7601835382","3.3874121652","0.109718518","FRANCCI3_RS00625","Francci3_0123","","","WP_011434598.1",""
