"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS00165","0.0169810406","1.0118399037","0.9790707029","FRANCCI3_RS00165","Francci3_0034","","","WP_083503373.1",""
"FRANCCI3_RS00170","0.1386297114","1.1008590104","0.7900016204","FRANCCI3_RS00170","Francci3_0035","","","WP_011434511.1",""
"FRANCCI3_RS00175","-0.04071425","-1.0286229517","0.9334286854","FRANCCI3_RS00175","Francci3_0036","","","WP_035957990.1",""
"FRANCCI3_RS23765","-0.3945790481","-1.31455914","0.4777453899","FRANCCI3_RS23765","Francci3_0037","","","WP_011434513.1",""
"FRANCCI3_RS00180","0.1798024291","1.1327287523","0.8038836064","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS00185","0.0628611794","1.0445352496","0.9361806392","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS28640","-1.7440075212","-3.3496434127","0.0855466067","FRANCCI3_RS28640","","GO:0003677 - DNA binding [Evidence IEA]","","WP_035729276.1",""
"FRANCCI3_RS00195","2.7704760319","6.8233301898","0.4995912856","FRANCCI3_RS00195","Francci3_0040","","","WP_023840588.1",""
"FRANCCI3_RS00200","-0.1386885555","-1.1009039127","0.8676055104","FRANCCI3_RS00200","Francci3_0041","","","WP_011434517.1",""
"FRANCCI3_RS26525","-0.2429139453","-1.1833804327","0.9589641753","FRANCCI3_RS26525","","","","WP_023840589.1",""
"FRANCCI3_RS00205","1.1657305476","2.243467909","0.3261768584","FRANCCI3_RS00205","Francci3_0043","GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434519.1",""
"FRANCCI3_RS00210","-0.6363461358","-1.5543874262","0.2959901464","FRANCCI3_RS00210","Francci3_0044","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_237704553.1",""
"pgi","-0.1079077039","-1.0776641995","0.8406945652","FRANCCI3_RS00215","Francci3_0045","GO:0004347 - glucose-6-phosphate isomerase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006096 - glycolytic process [Evidence IEA]","WP_011434521.1",""
"FRANCCI3_RS00220","-1.8639175539","-3.6399472774","0.2944454599","FRANCCI3_RS00220","Francci3_0046","","","WP_011434522.1",""
"FRANCCI3_RS26530","0.5144518156","1.4284512645","0.697466811","FRANCCI3_RS26530","","","","WP_049760794.1",""
"FRANCCI3_RS00230","3.9426805356","15.3767695091","0.3194897532","FRANCCI3_RS00230","Francci3_0047","","","WP_011434523.1",""
"FRANCCI3_RS00235","-0.1314135875","-1.0953664422","0.8258362478","FRANCCI3_RS00235","Francci3_0048","","","WP_237704554.1",""
"FRANCCI3_RS00240","-0.381465817","-1.3026647257","0.485976656","FRANCCI3_RS00240","Francci3_0049","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434525.1",""
"FRANCCI3_RS00245","-0.6706708123","-1.5918129434","0.4821244319","FRANCCI3_RS00245","Francci3_0050","","","WP_011434526.1",""
"FRANCCI3_RS00250","0.6737278018","1.5951894814","0.6947811527","FRANCCI3_RS00250","Francci3_0051","","","WP_011434527.1",""
"FRANCCI3_RS00255","0.5528955596","1.4670271384","0.5091819868","FRANCCI3_RS00255","Francci3_0052","","","WP_011434528.1",""
"FRANCCI3_RS00260","-0.1810321738","-1.1336946952","0.7738111353","FRANCCI3_RS00260","Francci3_0053","","","WP_011434529.1",""
"FRANCCI3_RS00265","0.475746435","1.3906375347","0.4287906616","FRANCCI3_RS00265","Francci3_0054","","","WP_232234807.1",""
"FRANCCI3_RS00270","0.6029306926","1.5187987246","0.3000287539","FRANCCI3_RS00270","Francci3_0055","","","WP_011434531.1",""
"FRANCCI3_RS00275","2.8904131099","7.4148273971","8.753E-3","FRANCCI3_RS00275","Francci3_0056","","GO:0006096 - glycolytic process [Evidence IEA]","WP_011434532.1",""
"FRANCCI3_RS00280","-0.0548681754","-1.0387641831","0.927531645","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"pdhA_1","0.1415029509","1.1030536415","0.814103362","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"FRANCCI3_RS00290","0.7489728739","1.680595905","0.4214058186","FRANCCI3_RS00290","Francci3_0059","GO:0070967 - coenzyme F420 binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434535.1",""
"FRANCCI3_RS00295","1.4482190421","2.728709934","0.2339696258","FRANCCI3_RS00295","Francci3_0060","GO:0046872 - metal ion binding [Evidence IEA]; GO:0042578 - phosphoric ester hydrolase activity [Evidence IEA]","GO:0045227 - capsule polysaccharide biosynthetic process [Evidence IEA]","WP_108913669.1",""
"FRANCCI3_RS00300","-1.1336042638","-2.1940619539","0.3499817792","FRANCCI3_RS00300","Francci3_0061","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434537.1",""
"FRANCCI3_RS00305","-0.2432027451","-1.1836173464","0.8898992912","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00310","0.7549198955","1.6875378905","0.4470019676","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00315","-0.1602564174","-1.1174857367","0.8034270483","FRANCCI3_RS00315","Francci3_0064","GO:0003824 - catalytic activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011434540.1",""
"FRANCCI3_RS00320","-1.2747839579","-2.4196258149","0.3208812853","FRANCCI3_RS00320","","","","WP_035957958.1",""
"FRANCCI3_RS00325","0.33552529","1.2618367641","0.5922104875","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS00330","0.7441631267","1.6750023582","0.2564464424","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS26535","0.3537876813","1.2779112815","0.697393946","FRANCCI3_RS26535","","","","WP_023840608.1",""
"FRANCCI3_RS00340","0.1542374634","1.1128332746","0.7694278669","FRANCCI3_RS00340","Francci3_0069","","","WP_023840609.1",""
"mscL","3.8507519929","14.4275256706","7.334E-3","FRANCCI3_RS00345","Francci3_0070","GO:0008381 - mechanosensitive monoatomic ion channel activity [Evidence IEA]","GO:0006810 - transport [Evidence IEA]","WP_011434546.1",""
"FRANCCI3_RS25765","0.0213586361","1.0149148105","0.9760682959","FRANCCI3_RS25765","","","","WP_083494738.1",""
"FRANCCI3_RS00355","-0.3197797165","-1.2481399572","0.7034820081","FRANCCI3_RS00355","Francci3_0072","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434548.1","GO:0005576 - extracellular region [Evidence IEA]"
"FRANCCI3_RS00360","0.5568440275","1.4710476995","0.6635178601","FRANCCI3_RS00360","Francci3_0073","","","WP_236701411.1",""
"FRANCCI3_RS00365","0.0912349857","1.065281702","0.9072114463","FRANCCI3_RS00365","Francci3_0074","","","WP_236701410.1",""
"FRANCCI3_RS00370","0.4235261583","1.3412016455","0.7163090375","FRANCCI3_RS00370","Francci3_0075","","","WP_235462841.1",""
"FRANCCI3_RS00375","-0.0971756181","-1.0696772909","0.9069402045","FRANCCI3_RS00375","Francci3_0076","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0071972 - peptidoglycan L,D-transpeptidase activity [Evidence IEA]","","WP_023840613.1",""
"FRANCCI3_RS00380","-0.1490332029","-1.1088261624","0.8004667144","FRANCCI3_RS00380","Francci3_0077","","","WP_011434553.1",""
"FRANCCI3_RS26540","NaN","NaN","NaN","FRANCCI3_RS26540","","","","WP_023840614.1",""
"pdxH","0.2223392205","1.1666236455","0.8722237373","FRANCCI3_RS00385","Francci3_0079","GO:0010181 - FMN binding [Evidence IEA]; GO:0004733 - pyridoxamine phosphate oxidase activity [Evidence IEA]","GO:0008615 - pyridoxine biosynthetic process [Evidence IEA]","WP_035729252.1",""
"FRANCCI3_RS00390","-0.3219843327","-1.2500487273","0.8565827838","FRANCCI3_RS00390","Francci3_0080","GO:0003953 - NAD+ nucleosidase activity [Evidence IEA]; GO:0005515 - protein binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA]","WP_011434556.1",""
"FRANCCI3_RS00395","1.3842834672","2.6104227525","0.0392703886","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"serC","1.0942421937","2.1350090625","0.1109789606","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"FRANCCI3_RS00405","-0.2795790886","-1.2138406904","0.593624447","FRANCCI3_RS00405","Francci3_0083","GO:0046912 - acyltransferase activity, acyl groups converted into alkyl on transfer [Evidence IEA]","","WP_011434559.1",""
"FRANCCI3_RS00410","0.6950028025","1.6188875779","0.5642051806","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00415","0.1489708342","1.1087782281","0.823466611","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00420","-0.1300609822","-1.0943399576","0.9171257777","FRANCCI3_RS00420","Francci3_0086","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","","WP_011434562.1",""
"FRANCCI3_RS00425","-0.6002896871","-1.5160209465","0.4858062765","FRANCCI3_RS00425","Francci3_0087","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023840617.1",""
"FRANCCI3_RS00430","1.8879907544","3.7011939927","0.6443970115","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00435","3.9696236953","15.6666378278","0.3154823022","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00440","1.3985055707","2.6362835875","0.3616337665","FRANCCI3_RS00440","Francci3_0090","","","WP_011434566.1",""
"FRANCCI3_RS00445","-1.957303613","-3.8833550392","0.2569459692","FRANCCI3_RS00445","Francci3_0091","","","WP_011434567.1",""
"FRANCCI3_RS00450","0.4954670977","1.4097771213","0.5432026609","FRANCCI3_RS00450","Francci3_0092","","","WP_049761029.1",""
"FRANCCI3_RS00455","0.9064952991","1.8744863229","0.5720734994","FRANCCI3_RS00455","Francci3_0093","","","WP_011434569.1",""
"purF","0.3502455682","1.274777595","0.6087373658","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"purM","-0.2007136567","-1.1492667212","0.7525680654","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"FRANCCI3_RS00470","-0.4112821912","-1.3298672048","0.4946923462","FRANCCI3_RS00470","Francci3_0096","","","WP_011434572.1",""
"FRANCCI3_RS00475","-0.0244372538","-1.0170828853","0.9857864653","FRANCCI3_RS00475","Francci3_0097","GO:0016491 - oxidoreductase activity [Evidence IEA]","GO:0006520 - amino acid metabolic process [Evidence IEA]","WP_011434573.1",""
"FRANCCI3_RS00480","-0.6301674103","-1.5477445834","0.2869508616","FRANCCI3_RS00480","Francci3_0098","","","WP_011434574.1",""
"bldC","-0.3610637394","-1.2843725523","0.5219585125","FRANCCI3_RS00485","Francci3_0099","","","WP_006540950.1",""
"FRANCCI3_RS00490","0.2688979163","1.2048870554","0.7195011251","FRANCCI3_RS00490","Francci3_0100","","","WP_011434575.1",""
"FRANCCI3_RS00495","-1.1999921471","-2.2973842049","0.0218853333","","","","","",""
"FRANCCI3_RS00500","-0.8368047888","-1.7860900123","0.1615893436","FRANCCI3_RS00500","Francci3_0101","","","WP_011434576.1",""
"FRANCCI3_RS00505","2.5696742312","5.9367535783","0.5221263586","FRANCCI3_RS00505","Francci3_0102","","","WP_011434577.1",""
"FRANCCI3_RS00510","2.626E-4","1.0001820545","0.9998417687","FRANCCI3_RS00510","Francci3_0103","","","WP_011434578.1",""
"FRANCCI3_RS00515","2.4554595727","5.4848781581","0.1080525897","FRANCCI3_RS00515","Francci3_0104","","","WP_023840621.1",""
"FRANCCI3_RS00520","1.4329002655","2.6998893186","0.2399084709","FRANCCI3_RS00520","Francci3_0105","","","WP_011434580.1",""
"FRANCCI3_RS00525","0.7407279527","1.6710187861","0.4646347549","FRANCCI3_RS00525","Francci3_0106","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_023840623.1",""
"FRANCCI3_RS00530","0.5670565451","1.4814978628","0.4930439305","FRANCCI3_RS00530","Francci3_0107","","","WP_011434582.1",""
"FRANCCI3_RS00535","-0.2862624862","-1.2194769474","0.5748959467","FRANCCI3_RS00535","Francci3_0108","","","WP_011434583.1",""
"FRANCCI3_RS00540","NaN","NaN","NaN","FRANCCI3_RS00540","","","","WP_023840626.1",""
"FRANCCI3_RS00550","-0.3658498071","-1.2886404686","0.6477782937","FRANCCI3_RS00550","Francci3_0110","","","WP_011434585.1",""
"FRANCCI3_RS27625","-0.4537035716","-1.3695515513","0.6191204429","FRANCCI3_RS27625","Francci3_0111","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434586.1",""
"metH","0.0879472368","1.0628568021","0.8704021275","FRANCCI3_RS00560","Francci3_0112","GO:0031419 - cobalamin binding [Evidence IEA]; GO:0008705 - methionine synthase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0009086 - methionine biosynthetic process [Evidence IEA]","WP_011434587.1",""
"FRANCCI3_RS23790","0.3724472812","1.2945469428","0.6250837339","FRANCCI3_RS23790","Francci3_0113","GO:0003824 - catalytic activity [Evidence IEA]","","WP_083282414.1",""
"FRANCCI3_RS00575","-1.5269962762","-2.8818520592","0.0254459573","","","","","",""
"FRANCCI3_RS00580","-4.2249565681","-18.6998730149","0.1462343731","","","","","",""
"FRANCCI3_RS00585","0.82351801","1.7697161859","0.4187226394","FRANCCI3_RS00585","Francci3_0114","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_236701409.1",""
"FRANCCI3_RS00590","1.568204571","2.9653544705","0.3054960938","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS28490","-0.5211496803","-1.435098419","0.912088554","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS27630","NaN","NaN","NaN","FRANCCI3_RS27630","","","","WP_023840633.1",""
"FRANCCI3_RS00595","0.3312253889","1.2580815036","0.8541164682","FRANCCI3_RS00595","Francci3_0116","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_082456667.1",""
"FRANCCI3_RS00600","0.8694996884","1.8270291959","0.2135499322","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS00605","2.5047882421","5.6756602936","0.0970917365","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS23795","-0.7632780721","-1.697342926","0.2194313756","FRANCCI3_RS23795","Francci3_0119","","","WP_011434594.1",""
"FRANCCI3_RS00610","1.9019932378","3.7372918701","9.609E-3","FRANCCI3_RS00610","Francci3_0120","","","WP_011434595.1",""
"FRANCCI3_RS00615","-0.5718365638","-1.4864145859","0.6266116543","FRANCCI3_RS00615","Francci3_0121","","","WP_237704540.1",""
"FRANCCI3_RS00620","0.152794182","1.1117205457","0.931346109","FRANCCI3_RS00620","Francci3_0122","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434597.1",""
"FRANCCI3_RS00625","0.0378953088","1.0266150453","0.9516415838","FRANCCI3_RS00625","Francci3_0123","","","WP_011434598.1",""
