"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS00260","0.2946790381","1.2266120578","0.7124647522","FRANCCI3_RS00260","Francci3_0053","","","WP_011434529.1",""
"FRANCCI3_RS00265","-0.0945181103","-1.0677087119","0.9119218468","FRANCCI3_RS00265","Francci3_0054","","","WP_232234807.1",""
"FRANCCI3_RS00270","0.0820773231","1.0585411272","0.9144369406","FRANCCI3_RS00270","Francci3_0055","","","WP_011434531.1",""
"FRANCCI3_RS00275","-0.2381913779","-1.1795130479","0.7180532017","FRANCCI3_RS00275","Francci3_0056","","GO:0006096 - glycolytic process [Evidence IEA]","WP_011434532.1",""
"FRANCCI3_RS00280","0.6049689958","1.520946067","0.3121960513","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"pdhA_1","-0.2962790277","-1.2279731599","0.6340979549","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"FRANCCI3_RS00290","0.1979656333","1.1470796991","0.7904924798","FRANCCI3_RS00290","Francci3_0059","GO:0070967 - coenzyme F420 binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434535.1",""
"FRANCCI3_RS00295","-0.019471425","-1.0135880531","0.9766558867","FRANCCI3_RS00295","Francci3_0060","GO:0046872 - metal ion binding [Evidence IEA]; GO:0042578 - phosphoric ester hydrolase activity [Evidence IEA]","GO:0045227 - capsule polysaccharide biosynthetic process [Evidence IEA]","WP_108913669.1",""
"FRANCCI3_RS00300","-0.3142273823","-1.2433456165","0.6897398886","FRANCCI3_RS00300","Francci3_0061","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434537.1",""
"FRANCCI3_RS00305","1.3176594744","2.4926139765","0.1309247587","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00310","0.0935514827","1.0669935704","0.8961993035","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00315","0.6687785075","1.5897264174","0.3921817268","FRANCCI3_RS00315","Francci3_0064","GO:0003824 - catalytic activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011434540.1",""
"FRANCCI3_RS00320","0.5202012095","1.4341552526","0.6507084939","FRANCCI3_RS00320","","","","WP_035957958.1",""
"FRANCCI3_RS00325","0.3200259757","1.2483530253","0.6307704411","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS00330","0.1908423176","1.1414299453","0.8377947671","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS26535","0.0290163816","1.0203162447","0.9686830871","FRANCCI3_RS26535","","","","WP_023840608.1",""
"FRANCCI3_RS00340","0.2523617064","1.1911554534","0.6969938008","FRANCCI3_RS00340","Francci3_0069","","","WP_023840609.1",""
"mscL","-7.866E-3","-1.0054673842","0.9928984221","FRANCCI3_RS00345","Francci3_0070","GO:0008381 - mechanosensitive monoatomic ion channel activity [Evidence IEA]","GO:0006810 - transport [Evidence IEA]","WP_011434546.1",""
"FRANCCI3_RS25765","-0.1455043298","-1.1061172564","0.8360298836","FRANCCI3_RS25765","","","","WP_083494738.1",""
"FRANCCI3_RS00355","-0.2685010314","-1.2045556369","0.7030511266","FRANCCI3_RS00355","Francci3_0072","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434548.1","GO:0005576 - extracellular region [Evidence IEA]"
"FRANCCI3_RS00360","-0.5530756649","-1.4672102928","0.5066875446","FRANCCI3_RS00360","Francci3_0073","","","WP_236701411.1",""
"FRANCCI3_RS00365","1.7752909142","3.4230702827","0.0299862818","FRANCCI3_RS00365","Francci3_0074","","","WP_236701410.1",""
"FRANCCI3_RS00370","-0.6581922994","-1.578104016","0.3771809615","FRANCCI3_RS00370","Francci3_0075","","","WP_235462841.1",""
"FRANCCI3_RS00375","0.2278171191","1.171061724","0.7592121348","FRANCCI3_RS00375","Francci3_0076","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0071972 - peptidoglycan L,D-transpeptidase activity [Evidence IEA]","","WP_023840613.1",""
"FRANCCI3_RS00380","0.3898449974","1.3102526232","0.6401058012","FRANCCI3_RS00380","Francci3_0077","","","WP_011434553.1",""
"FRANCCI3_RS26540","1.7820912634","3.439243501","0.4515374849","FRANCCI3_RS26540","","","","WP_023840614.1",""
"pdxH","-0.5943718516","-1.50981507","0.4834828295","FRANCCI3_RS00385","Francci3_0079","GO:0010181 - FMN binding [Evidence IEA]; GO:0004733 - pyridoxamine phosphate oxidase activity [Evidence IEA]","GO:0008615 - pyridoxine biosynthetic process [Evidence IEA]","WP_035729252.1",""
"FRANCCI3_RS00390","-0.8199006944","-1.7652844778","0.3708894513","FRANCCI3_RS00390","Francci3_0080","GO:0003953 - NAD+ nucleosidase activity [Evidence IEA]; GO:0005515 - protein binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA]","WP_011434556.1",""
"FRANCCI3_RS00395","-0.1182139766","-1.0853903421","0.8776332963","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"serC","-0.2014402693","-1.1498456945","0.8134156147","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"FRANCCI3_RS00405","0.445068023","1.3613783039","0.6013047523","FRANCCI3_RS00405","Francci3_0083","GO:0046912 - acyltransferase activity, acyl groups converted into alkyl on transfer [Evidence IEA]","","WP_011434559.1",""
"FRANCCI3_RS00410","-0.1412429516","-1.1028548695","0.854482806","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00415","0.3712383834","1.2934626393","0.60151632","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00420","-0.2859810897","-1.2192391127","0.7072049316","FRANCCI3_RS00420","Francci3_0086","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","","WP_011434562.1",""
"FRANCCI3_RS00425","-0.1196356053","-1.0864604106","0.8816315243","FRANCCI3_RS00425","Francci3_0087","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023840617.1",""
"FRANCCI3_RS00430","0.6036824066","1.5195902985","0.6252562414","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00435","-0.8866545651","-1.8488838116","0.288763583","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00440","0.6985146055","1.6228330682","0.4351335442","FRANCCI3_RS00440","Francci3_0090","","","WP_011434566.1",""
"FRANCCI3_RS00445","-0.0359738286","-1.0252486391","0.9679585171","FRANCCI3_RS00445","Francci3_0091","","","WP_011434567.1",""
"FRANCCI3_RS00450","-0.1488298911","-1.1086699121","0.8250774885","FRANCCI3_RS00450","Francci3_0092","","","WP_049761029.1",""
"FRANCCI3_RS00455","0.469118577","1.3842634858","0.5830150683","FRANCCI3_RS00455","Francci3_0093","","","WP_011434569.1",""
"purF","0.1205487007","1.0871482594","0.8474885164","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"purM","0.2613828462","1.1986270573","0.6853034733","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"FRANCCI3_RS00470","0.9726139326","1.962392918","0.2871334224","FRANCCI3_RS00470","Francci3_0096","","","WP_011434572.1",""
"FRANCCI3_RS00475","-0.1596160847","-1.1169898565","0.8316422014","FRANCCI3_RS00475","Francci3_0097","GO:0016491 - oxidoreductase activity [Evidence IEA]","GO:0006520 - amino acid metabolic process [Evidence IEA]","WP_011434573.1",""
"FRANCCI3_RS00480","0.4541065984","1.3699341985","0.4940751916","FRANCCI3_RS00480","Francci3_0098","","","WP_011434574.1",""
"bldC","0.6367493318","1.5548218981","0.4160570724","FRANCCI3_RS00485","Francci3_0099","","","WP_006540950.1",""
"FRANCCI3_RS00490","-0.1577662742","-1.1155585801","0.8465396607","FRANCCI3_RS00490","Francci3_0100","","","WP_011434575.1",""
"FRANCCI3_RS00495","1.2262189802","2.339530408","0.3568708506","","","","","",""
"FRANCCI3_RS00500","0.2532264854","1.1918696688","0.7101461708","FRANCCI3_RS00500","Francci3_0101","","","WP_011434576.1",""
"FRANCCI3_RS00505","-1.0636125677","-2.0901588178","0.4298621787","FRANCCI3_RS00505","Francci3_0102","","","WP_011434577.1",""
"FRANCCI3_RS00510","0.9497166033","1.9314932065","0.2780783526","FRANCCI3_RS00510","Francci3_0103","","","WP_011434578.1",""
"FRANCCI3_RS00515","1.1443027949","2.2103928413","0.3508214958","FRANCCI3_RS00515","Francci3_0104","","","WP_023840621.1",""
"FRANCCI3_RS00520","-0.7882859193","-1.7270213515","0.3167193057","FRANCCI3_RS00520","Francci3_0105","","","WP_011434580.1",""
"FRANCCI3_RS00525","0.2368351714","1.1784047668","0.7717721237","FRANCCI3_RS00525","Francci3_0106","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_023840623.1",""
"FRANCCI3_RS00530","-0.0144772666","-1.0100853947","0.9826808349","FRANCCI3_RS00530","Francci3_0107","","","WP_011434582.1",""
"FRANCCI3_RS00535","-0.0281369211","-1.019694454","0.9618713152","FRANCCI3_RS00535","Francci3_0108","","","WP_011434583.1",""
"FRANCCI3_RS00540","2.5228677189","5.7472337165","0.2683479442","FRANCCI3_RS00540","","","","WP_023840626.1",""
"FRANCCI3_RS00550","-0.1569039229","-1.1148919694","0.8093161354","FRANCCI3_RS00550","Francci3_0110","","","WP_011434585.1",""
"FRANCCI3_RS27625","-0.3020068226","-1.2328581558","0.7352713431","FRANCCI3_RS27625","Francci3_0111","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434586.1",""
"metH","0.0103203727","1.0071791849","0.9901124827","FRANCCI3_RS00560","Francci3_0112","GO:0031419 - cobalamin binding [Evidence IEA]; GO:0008705 - methionine synthase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0009086 - methionine biosynthetic process [Evidence IEA]","WP_011434587.1",""
"FRANCCI3_RS23790","-0.214514308","-1.1603132222","0.7555054208","FRANCCI3_RS23790","Francci3_0113","GO:0003824 - catalytic activity [Evidence IEA]","","WP_083282414.1",""
"FRANCCI3_RS00575","2.065179514","4.1848604473","0.1388571979","","","","","",""
"FRANCCI3_RS00580","1.4458809919","2.7242913329","0.4057403092","","","","","",""
"FRANCCI3_RS00585","0.5691390016","1.4836378733","0.4979317314","FRANCCI3_RS00585","Francci3_0114","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_236701409.1",""
"FRANCCI3_RS00590","0.0281814309","1.019725914","0.9793601211","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS28490","-0.5162673223","-1.4302499782","0.7623815217","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS27630","1.7827946603","3.4409207392","0.4711261988","FRANCCI3_RS27630","","","","WP_023840633.1",""
"FRANCCI3_RS00595","-0.4685877359","-1.3837542383","0.7897267304","FRANCCI3_RS00595","Francci3_0116","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_082456667.1",""
"FRANCCI3_RS00600","-0.1432236445","-1.1043700318","0.8431877634","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS00605","-0.5844502459","-1.4994674925","0.4735169415","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS23795","-0.5017815926","-1.4159610618","0.6530482522","FRANCCI3_RS23795","Francci3_0119","","","WP_011434594.1",""
"FRANCCI3_RS00610","0.2231008812","1.1672397188","0.8243634769","FRANCCI3_RS00610","Francci3_0120","","","WP_011434595.1",""
"FRANCCI3_RS00615","1.1349252144","2.196071786","0.4664258572","FRANCCI3_RS00615","Francci3_0121","","","WP_237704540.1",""
"FRANCCI3_RS00620","3.6108532181","12.2172969146","0.1203135599","FRANCCI3_RS00620","Francci3_0122","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434597.1",""
"FRANCCI3_RS00625","1.186573389","2.2761149019","0.0924802656","FRANCCI3_RS00625","Francci3_0123","","","WP_011434598.1",""
