"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS00060","-0.7592581222","-1.692620004","0.2839458101","FRANCCI3_RS00060, FRANCCI3_RS00065","Francci3_0011, Francci3_0012","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434487.1, WP_011434488.1",""
"FRANCCI3_RS00065","0.2005412452","1.1491293845","0.7991946472","FRANCCI3_RS00060, FRANCCI3_RS00065, FRANCCI3_RS00070","Francci3_0011, Francci3_0012, Francci3_0013","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434487.1, WP_011434488.1, WP_023839953.1",""
"FRANCCI3_RS00070","-1.0577352925","-2.0816612144","0.2397397887","FRANCCI3_RS00065, FRANCCI3_RS00070","Francci3_0012, Francci3_0013","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434488.1, WP_023839953.1",""
"def","0.2903495038","1.2229365074","0.5359081136","FRANCCI3_RS00075","Francci3_0014","GO:0042586 - peptide deformylase activity [Evidence IEA]","GO:0036211 - protein modification process [Evidence IEA]","WP_023839952.1",""
"FRANCCI3_RS00085","-0.0783464114","-1.0558072014","0.8860139565","FRANCCI3_RS00085","Francci3_0015","","","WP_236701414.1",""
"FRANCCI3_RS00090","1.0068958585","2.0095825731","0.1153321966","FRANCCI3_RS00090","Francci3_0016","GO:0016747 - acyltransferase activity, transferring groups other than amino-acyl groups [Evidence IEA]","","WP_236701413.1",""
"cas3_1","-0.1659957575","-1.1219401813","0.7676427626","FRANCCI3_RS00095","Francci3_0017","GO:0004386 - helicase activity [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_256375104.1",""
"casA","0.3972778586","1.3170205517","0.4071552248","FRANCCI3_RS00100","Francci3_0018","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434494.1",""
"casB","0.260556371","1.1979405977","0.7042777868","FRANCCI3_RS00105","Francci3_0019","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434495.1",""
"cas7e","0.2175487198","1.1627562703","0.6966073941","FRANCCI3_RS00110, FRANCCI3_RS00115","Francci3_0020, Francci3_0021","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434496.1, WP_011434497.1",""
"cas5e","1.4934906043","2.8156940955","0.1084865124","FRANCCI3_RS00110, FRANCCI3_RS00115","Francci3_0020, Francci3_0021","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434496.1, WP_011434497.1",""
"cas6e","0.07523881","1.0535354137","0.9184200357","FRANCCI3_RS00120","Francci3_0022","GO:0003674 - molecular_function [Evidence IEA]","GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434498.1",""
"cas1e","0.5095134399","1.4235700046","0.393354283","FRANCCI3_RS00125, FRANCCI3_RS00130","Francci3_0023, Francci3_0024","GO:0004520 - DNA endonuclease activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA], GO:0004521 - RNA endonuclease activity [Evidence IEA]","GO:0051607 - defense response to virus [Evidence IEA]; GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA], GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434499.1, WP_011434500.1",""
"cas2e","-2.6734713031","-6.3796235829","0.0935187367","FRANCCI3_RS00125, FRANCCI3_RS00130","Francci3_0023, Francci3_0024","GO:0004520 - DNA endonuclease activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA], GO:0004521 - RNA endonuclease activity [Evidence IEA]","GO:0051607 - defense response to virus [Evidence IEA]; GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA], GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]","WP_011434499.1, WP_011434500.1",""
"FRANCCI3_RS00135","0.2824105877","1.2162253689","0.6137146543","FRANCCI3_RS00135","Francci3_0028","","","WP_011434504.1",""
"FRANCCI3_RS00145","0.0765132133","1.0544664644","0.9238757866","FRANCCI3_RS00145","Francci3_0030","","","WP_023840580.1",""
"FRANCCI3_RS00150","0.3681155489","1.2906658589","0.4698587087","FRANCCI3_RS00150","Francci3_0031","","","WP_011434507.1",""
"FRANCCI3_RS00155","0.2458162646","1.1857634761","0.7326843996","FRANCCI3_RS00155","Francci3_0032","","","WP_011434508.1",""
"FRANCCI3_RS00160","-0.9053864025","-1.8730460927","0.2623197111","FRANCCI3_RS00160","Francci3_0033","GO:0003674 - molecular_function [Evidence IEA]","GO:0008150 - biological_process [Evidence IEA]","WP_011434509.1","GO:0005575 - cellular_component [Evidence IEA]"
"FRANCCI3_RS00165","-0.5784556958","-1.4932499731","0.2988998883","FRANCCI3_RS00165","Francci3_0034","","","WP_083503373.1",""
"FRANCCI3_RS00170","0.1940948682","1.1440061979","0.6757643107","FRANCCI3_RS00170","Francci3_0035","","","WP_011434511.1",""
"FRANCCI3_RS00175","-0.0785759986","-1.0559752335","0.8614304285","FRANCCI3_RS00175","Francci3_0036","","","WP_035957990.1",""
"FRANCCI3_RS23765","-0.2030099398","-1.1510974221","0.7103863358","FRANCCI3_RS23765","Francci3_0037","","","WP_011434513.1",""
"FRANCCI3_RS00180","-0.0809035431","-1.057680246","0.8911523863","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS00185","0.0376202921","1.0264193633","0.9505864244","FRANCCI3_RS00180, FRANCCI3_RS00185","Francci3_0038","","","WP_011434514.1, WP_023840585.1",""
"FRANCCI3_RS28640","1.2329343359","2.3504456741","0.2929671669","FRANCCI3_RS28640","","GO:0003677 - DNA binding [Evidence IEA]","","WP_035729276.1",""
"FRANCCI3_RS00195","0.4731175248","1.3881057923","0.7753355713","FRANCCI3_RS00195","Francci3_0040","","","WP_023840588.1",""
"FRANCCI3_RS00200","-0.4549660683","-1.3707505651","0.5172476238","FRANCCI3_RS00200","Francci3_0041","","","WP_011434517.1",""
"FRANCCI3_RS26525","-2.5248555516","-5.7551580617","0.3804247722","FRANCCI3_RS26525","","","","WP_023840589.1",""
"FRANCCI3_RS00205","-0.0889471679","-1.063593723","0.9036232042","FRANCCI3_RS00205","Francci3_0043","GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434519.1",""
"FRANCCI3_RS00210","0.1070171148","1.0769991527","0.8523546982","FRANCCI3_RS00210","Francci3_0044","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_237704553.1",""
"pgi","-0.2535182355","-1.1921107199","0.6018931049","FRANCCI3_RS00215","Francci3_0045","GO:0004347 - glucose-6-phosphate isomerase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006096 - glycolytic process [Evidence IEA]","WP_011434521.1",""
"FRANCCI3_RS00220","-2.6189639922","-6.1430877532","0.0893737434","FRANCCI3_RS00220","Francci3_0046","","","WP_011434522.1",""
"FRANCCI3_RS26530","-0.3955526328","-1.3154465532","0.676739166","FRANCCI3_RS26530","","","","WP_049760794.1",""
"FRANCCI3_RS00230","0.2949452435","1.2268384126","0.7759499119","FRANCCI3_RS00230","Francci3_0047","","","WP_011434523.1",""
"FRANCCI3_RS00235","-0.5347246876","-1.4486656764","0.310905908","FRANCCI3_RS00235","Francci3_0048","","","WP_237704554.1",""
"FRANCCI3_RS00240","-0.1901216199","-1.1408598868","0.691768385","FRANCCI3_RS00240","Francci3_0049","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434525.1",""
"FRANCCI3_RS00245","0.142736185","1.1039969489","0.8675911035","FRANCCI3_RS00245","Francci3_0050","","","WP_011434526.1",""
"FRANCCI3_RS00250","-0.3222952692","-1.2503181728","0.7814972455","FRANCCI3_RS00250","Francci3_0051","","","WP_011434527.1",""
"FRANCCI3_RS00255","0.5768244732","1.4915625434","0.4160452506","FRANCCI3_RS00255","Francci3_0052","","","WP_011434528.1",""
"FRANCCI3_RS00260","-0.2171240646","-1.1624140651","0.7288647981","FRANCCI3_RS00260","Francci3_0053","","","WP_011434529.1",""
"FRANCCI3_RS00265","-0.1898994289","-1.1406841953","0.7257083616","FRANCCI3_RS00265","Francci3_0054","","","WP_232234807.1",""
"FRANCCI3_RS00270","0.2265310778","1.1700182862","0.6482103687","FRANCCI3_RS00270","Francci3_0055","","","WP_011434531.1",""
"FRANCCI3_RS00275","0.438040266","1.3547627888","0.4045957694","FRANCCI3_RS00275","Francci3_0056","","GO:0006096 - glycolytic process [Evidence IEA]","WP_011434532.1",""
"FRANCCI3_RS00280","0.2412552136","1.1820206286","0.6429719825","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"pdhA_1","0.3253929957","1.2530057157","0.5487774918","FRANCCI3_RS00280, FRANCCI3_RS00285","Francci3_0057, Francci3_0058","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0004739 - pyruvate dehydrogenase (acetyl-transferring) activity [Evidence IEA]","GO:0006086 - acetyl-CoA biosynthetic process from pyruvate [Evidence IEA]","WP_011434533.1, WP_235187070.1","GO:0045250 - cytosolic pyruvate dehydrogenase complex [Evidence IEA]"
"FRANCCI3_RS00290","0.0910101045","1.0651156634","0.8989404351","FRANCCI3_RS00290","Francci3_0059","GO:0070967 - coenzyme F420 binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434535.1",""
"FRANCCI3_RS00295","1.0059764543","2.0083023095","0.2288865101","FRANCCI3_RS00295","Francci3_0060","GO:0046872 - metal ion binding [Evidence IEA]; GO:0042578 - phosphoric ester hydrolase activity [Evidence IEA]","GO:0045227 - capsule polysaccharide biosynthetic process [Evidence IEA]","WP_108913669.1",""
"FRANCCI3_RS00300","-0.6173395881","-1.5340437073","0.5755461438","FRANCCI3_RS00300","Francci3_0061","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434537.1",""
"FRANCCI3_RS00305","-1.3993937863","-2.6379071524","0.2516878527","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00310","-0.8213679521","-1.7670807305","0.184019249","FRANCCI3_RS00305, FRANCCI3_RS00310","Francci3_0062, Francci3_0063","","","WP_011434538.1, WP_108913668.1",""
"FRANCCI3_RS00315","-0.0515120172","-1.0363505025","0.9298146674","FRANCCI3_RS00315","Francci3_0064","GO:0003824 - catalytic activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011434540.1",""
"FRANCCI3_RS00320","-0.3366759271","-1.2628435572","0.7704304328","FRANCCI3_RS00320","","","","WP_035957958.1",""
"FRANCCI3_RS00325","0.4463309785","1.3625705954","0.3893293269","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS00330","0.4488993313","1.3649984674","0.4104756242","FRANCCI3_RS00325, FRANCCI3_RS00330","Francci3_0065, Francci3_0066","","","WP_035729259.1, WP_011434542.1",""
"FRANCCI3_RS26535","-0.2430436176","-1.1834868021","0.7067332433","FRANCCI3_RS26535","","","","WP_023840608.1",""
"FRANCCI3_RS00340","0.0495610747","1.034950003","0.9155888107","FRANCCI3_RS00340","Francci3_0069","","","WP_023840609.1",""
"mscL","0.1635689984","1.1200545506","0.7518624462","FRANCCI3_RS00345","Francci3_0070","GO:0008381 - mechanosensitive monoatomic ion channel activity [Evidence IEA]","GO:0006810 - transport [Evidence IEA]","WP_011434546.1",""
"FRANCCI3_RS25765","-0.1294629819","-1.0938864453","0.816587273","FRANCCI3_RS25765","","","","WP_083494738.1",""
"FRANCCI3_RS00355","-0.1287775281","-1.093366841","0.855267852","FRANCCI3_RS00355","Francci3_0072","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434548.1","GO:0005576 - extracellular region [Evidence IEA]"
"FRANCCI3_RS00360","-0.4556997192","-1.3714478074","0.6107197396","FRANCCI3_RS00360","Francci3_0073","","","WP_236701411.1",""
"FRANCCI3_RS00365","-0.132650351","-1.0963058576","0.8305716265","FRANCCI3_RS00365","Francci3_0074","","","WP_236701410.1",""
"FRANCCI3_RS00370","0.6756473962","1.5973133917","0.4780643447","FRANCCI3_RS00370","Francci3_0075","","","WP_235462841.1",""
"FRANCCI3_RS00375","-0.0811599135","-1.057868215","0.9113076637","FRANCCI3_RS00375","Francci3_0076","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0071972 - peptidoglycan L,D-transpeptidase activity [Evidence IEA]","","WP_023840613.1",""
"FRANCCI3_RS00380","-0.1997548779","-1.1485032012","0.7051874474","FRANCCI3_RS00380","Francci3_0077","","","WP_011434553.1",""
"FRANCCI3_RS26540","NaN","NaN","NaN","FRANCCI3_RS26540","","","","WP_023840614.1",""
"pdxH","0.589363643","1.504582946","0.6028800797","FRANCCI3_RS00385","Francci3_0079","GO:0010181 - FMN binding [Evidence IEA]; GO:0004733 - pyridoxamine phosphate oxidase activity [Evidence IEA]","GO:0008615 - pyridoxine biosynthetic process [Evidence IEA]","WP_035729252.1",""
"FRANCCI3_RS00390","-1.0923452747","-2.1322037032","0.3934040655","FRANCCI3_RS00390","Francci3_0080","GO:0003953 - NAD+ nucleosidase activity [Evidence IEA]; GO:0005515 - protein binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA]","WP_011434556.1",""
"FRANCCI3_RS00395","-0.1951053825","-1.1448077807","0.6988251596","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"serC","-0.1665004884","-1.1223327639","0.7463354748","FRANCCI3_RS00395, FRANCCI3_RS00400","Francci3_0081, Francci3_0082","GO:0004648 - O-phospho-L-serine:2-oxoglutarate aminotransferase activity [Evidence IEA]","GO:0006564 - L-serine biosynthetic process [Evidence IEA]","WP_011434557.1, WP_011434558.1",""
"FRANCCI3_RS00405","-0.2385048469","-1.1797693605","0.6412949935","FRANCCI3_RS00405","Francci3_0083","GO:0046912 - acyltransferase activity, acyl groups converted into alkyl on transfer [Evidence IEA]","","WP_011434559.1",""
"FRANCCI3_RS00410","0.166864634","1.1226160837","0.8381616307","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00415","-0.2718059138","-1.2073181597","0.6162047441","FRANCCI3_RS00410, FRANCCI3_RS00415","Francci3_0084, Francci3_0085","GO:0003677 - DNA binding [Evidence IEA], GO:0000155 - phosphorelay sensor kinase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434560.1, WP_011434561.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS00420","-0.8000276635","-1.7411345123","0.3537185511","FRANCCI3_RS00420","Francci3_0086","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","","WP_011434562.1",""
"FRANCCI3_RS00425","-0.5660004514","-1.4804137612","0.4224895142","FRANCCI3_RS00425","Francci3_0087","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023840617.1",""
"FRANCCI3_RS00430","-1.1767133321","-2.2606118991","0.4367874562","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00435","0.0412178437","1.0289820701","0.9666565829","FRANCCI3_RS00430, FRANCCI3_RS00435","Francci3_0088, Francci3_0089","","","WP_049760797.1, WP_011434565.1",""
"FRANCCI3_RS00440","0.0138272763","1.0096304144","0.9869561351","FRANCCI3_RS00440","Francci3_0090","","","WP_011434566.1",""
"FRANCCI3_RS00445","-0.9507841219","-1.932922939","0.5568302603","FRANCCI3_RS00445","Francci3_0091","","","WP_011434567.1",""
"FRANCCI3_RS00450","0.3601315625","1.2835429413","0.5987650698","FRANCCI3_RS00450","Francci3_0092","","","WP_049761029.1",""
"FRANCCI3_RS00455","-0.4046693554","-1.3237854834","0.6773480162","FRANCCI3_RS00455","Francci3_0093","","","WP_011434569.1",""
"purF","0.4774328519","1.3922640503","0.4106436081","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"purM","-0.36125708","-1.2845446871","0.5253818032","FRANCCI3_RS00460, FRANCCI3_RS00465","Francci3_0094, Francci3_0095","GO:0004044 - amidophosphoribosyltransferase activity [Evidence IEA], GO:0004641 - phosphoribosylformylglycinamidine cyclo-ligase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA], GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]; GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_011434570.1, WP_011434571.1",""
"FRANCCI3_RS00470","-0.0781466861","-1.0556610466","0.8962036472","FRANCCI3_RS00470","Francci3_0096","","","WP_011434572.1",""
"FRANCCI3_RS00475","-1.0350231548","-2.049146534","0.3098480565","FRANCCI3_RS00475","Francci3_0097","GO:0016491 - oxidoreductase activity [Evidence IEA]","GO:0006520 - amino acid metabolic process [Evidence IEA]","WP_011434573.1",""
"FRANCCI3_RS00480","-0.2970535643","-1.2286325962","0.5690705004","FRANCCI3_RS00480","Francci3_0098","","","WP_011434574.1",""
"bldC","-0.1488421388","-1.1086793241","0.780583576","FRANCCI3_RS00485","Francci3_0099","","","WP_006540950.1",""
"FRANCCI3_RS00490","0.5857968115","1.5008677011","0.3646723113","FRANCCI3_RS00490","Francci3_0100","","","WP_011434575.1",""
"FRANCCI3_RS00495","-0.6305910252","-1.5481991104","0.215218333","","","","","",""
"FRANCCI3_RS00500","-0.6382464419","-1.5564362016","0.2407156026","FRANCCI3_RS00500","Francci3_0101","","","WP_011434576.1",""
"FRANCCI3_RS00505","-0.1508982662","-1.1102605392","0.9079023774","FRANCCI3_RS00505","Francci3_0102","","","WP_011434577.1",""
"FRANCCI3_RS00510","1.5412664415","2.9104988378","0.2286224796","FRANCCI3_RS00510","Francci3_0103","","","WP_011434578.1",""
"FRANCCI3_RS00515","1.1011392326","2.145240258","0.1870015042","FRANCCI3_RS00515","Francci3_0104","","","WP_023840621.1",""
"FRANCCI3_RS00520","-0.1269988515","-1.0920196764","0.867239281","FRANCCI3_RS00520","Francci3_0105","","","WP_011434580.1",""
"FRANCCI3_RS00525","1.6395479394","3.1156818839","0.0557246012","FRANCCI3_RS00525","Francci3_0106","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_023840623.1",""
"FRANCCI3_RS00530","0.6066126316","1.5226798402","0.3891914484","FRANCCI3_RS00530","Francci3_0107","","","WP_011434582.1",""
"FRANCCI3_RS00535","-0.0585690104","-1.0414322659","0.9013861611","FRANCCI3_RS00535","Francci3_0108","","","WP_011434583.1",""
"FRANCCI3_RS00540","NaN","NaN","NaN","FRANCCI3_RS00540","","","","WP_023840626.1",""
"FRANCCI3_RS00550","-0.7965582459","-1.736952433","0.237083466","FRANCCI3_RS00550","Francci3_0110","","","WP_011434585.1",""
"FRANCCI3_RS27625","-0.7303479549","-1.659039177","0.3333938537","FRANCCI3_RS27625","Francci3_0111","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434586.1",""
"metH","0.1041629405","1.0748705637","0.8278050699","FRANCCI3_RS00560","Francci3_0112","GO:0031419 - cobalamin binding [Evidence IEA]; GO:0008705 - methionine synthase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0009086 - methionine biosynthetic process [Evidence IEA]","WP_011434587.1",""
"FRANCCI3_RS23790","0.606625001","1.5226928954","0.3253886741","FRANCCI3_RS23790","Francci3_0113","GO:0003824 - catalytic activity [Evidence IEA]","","WP_083282414.1",""
"FRANCCI3_RS00575","-1.343811085","-2.5382093821","0.0464176613","","","","","",""
"FRANCCI3_RS00580","-2.4607399895","-5.5049901769","0.3958385746","","","","","",""
"FRANCCI3_RS00585","0.1006025299","1.0722211735","0.8845093269","FRANCCI3_RS00585","Francci3_0114","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_236701409.1",""
"FRANCCI3_RS00590","0.7560776815","1.6888927103","0.39105379","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS28490","-2.6830069765","-6.4219301643","0.3420191533","FRANCCI3_RS00590, FRANCCI3_RS28490","Francci3_0115","GO:0004803 - transposase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]; GO:0004803 - transposase activity [Evidence IEA]","GO:0006313 - DNA transposition [Evidence IEA]","WP_023840632.1",""
"FRANCCI3_RS27630","NaN","NaN","NaN","FRANCCI3_RS27630","","","","WP_023840633.1",""
"FRANCCI3_RS00595","0.3571098249","1.2808573627","0.7981992348","FRANCCI3_RS00595","Francci3_0116","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_082456667.1",""
"FRANCCI3_RS00600","0.5669180995","1.4813557004","0.2841423341","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS00605","1.1665216729","2.2446984885","0.1453758079","FRANCCI3_RS00600, FRANCCI3_RS00605","Francci3_0117, Francci3_0118","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434592.1, WP_049761030.1",""
"FRANCCI3_RS23795","-0.1853539409","-1.1370959063","0.7650613111","FRANCCI3_RS23795","Francci3_0119","","","WP_011434594.1",""
"FRANCCI3_RS00610","0.4307073907","1.3478943223","0.3740110463","FRANCCI3_RS00610","Francci3_0120","","","WP_011434595.1",""
"FRANCCI3_RS00615","-0.6392855778","-1.5575576661","0.5197405207","FRANCCI3_RS00615","Francci3_0121","","","WP_237704540.1",""
"FRANCCI3_RS00620","-0.869096159","-1.8265182377","0.4885866493","FRANCCI3_RS00620","Francci3_0122","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434597.1",""
"FRANCCI3_RS00625","-0.0953897827","-1.0683540135","0.8543135658","FRANCCI3_RS00625","Francci3_0123","","","WP_011434598.1",""
